TYPOLOGIE ETABLISSEMENT,CLASSEMENT,NOM COMMERCIAL,ADRESSE,CODE POSTAL,COMMUNE,TELEPHONE,COURRIEL,SITE INTERNET,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,NOMBRE D'EMPLACEMENTS,NOMBRE D'UNITES D'HABITATION (résidences de tourisme),NOMBRE D'UNITES D'HABITATION (villages de vacances),coordonnees,Nom du département,Nom de la région
HÔTEL,2 étoiles,HÔTEL B&B MARSEILLE AÉROPORT SAINT-VICTORET,455 rue René Cailloux,13730,SAINT-VICTORET,0892702380,bb_4543@hotelbb.com,www.hotelbb.com,174,83,,,,"43.422697,5.234436",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,3 étoiles,EUROPHOTEL MAUPAS,2 avenue d'étigny,32300,MIRANDE,05 62 66 51 42,reserve@europhotel-maupas.com,http://www.europhotel-maupas.com,33,15,,,,"43.515015,0.406894",GERS,OCCITANIE
HÔTEL,2 étoiles,HÔTEL-RESTAURANT SAINT-JEAN,112 bis rue Jean Jaurès,7600,VALS-LES-BAINS,0475374250,hotel.st.jean@wanadoo.fr,http://www.sjean.fr,68,32,,,,"44.662913,4.36594",ARDECHE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL SAINT-LOUIS,4 allée de la Sauge,84250,LE THOR,0490337070,hotel-saint-louis@wanadoo.fr,http://www.hotel-saint-louis-provence.com,84,38,,,,"43.92118,5.018713",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,HÔTEL MANECHENEA,Quartier Urdos,64430,SAINT-ETIENNE-DE-BAIGORRY,0559374168,hotel-manexenea@wanadoo.fr,http://www.manexenea.com,23,9,,,,"43.206672,-1.343875",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,HÔTEL DU PATRIARCHE,32 rue montée de joly,34300,AGDE,0467944980,hoteldupatriarche@hotmail.fr,hoteldupatriarche.fr,36,15,,,,"43.316952,3.478044",HERAULT,OCCITANIE
HÔTEL,4 étoiles,HOSTELLERIE LA CHENEAUDIÈRE,3 rue du Vieux Moulin,67420,COLROY-LA-ROCHE,0388976164,info@cheneaudiere.com,www.cheneaudiere.com,80,38,,,,"48.39147,7.183252",BAS-RHIN,GRAND EST
HÔTEL,2 étoiles,HÔTEL PREMIÈRE CLASSE CAEN NORD MÉMORIAL,28 Rue Martin Luther King,14280,SAINT-CONTEST,0231530903,caen.memorial@premiereclasse.fr,http://www.premiere-classe-caen-nord.fr,200,80,,,,"49.201933,-0.400833",CALVADOS,NORMANDIE
HÔTEL,4 étoiles,HÔTEL FOCH,59 avenue maréchal Foch,69006,LYON,0478891401,accueil@hotel-foch.fr,http://www.hotel-foch.fr,32,16,,,,"45.769752,4.843841",RHONE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,LA MAGNANERIE,qu. Evesque La Magnanerie,30610,SAUVE,0466775744,la.magnanerie@wanadoo.fr,www.lamagnanerie.fr,16,8,,,,,,
RÉSIDENCE DE TOURISME,1 étoile,RÉSIDENCE DE TOURISME LA VILLA DAUBENTON,34 rue de l'Arbalète,75005,PARIS,0155432550,contact@villa-daubenton.com,www.villa-daubenton.com,64,,,17,,"48.839573,2.346531",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL LE LYS,2 rue de la féria,65110,CAUTERETS,0562921111,lelys@wanadoo.fr,http://www.hotelresidencelelys.com,90,45,,,,"42.889912,-0.115953",HAUTES-PYRENEES,OCCITANIE
HÔTEL,3 étoiles,HÔTEL KYRIAD DIJON EST QUETIGNY,14 AVENUE DE BOURGOGNE,21800,QUETIGNY,0380460446,kyriad-quetigny@wanadoo.fr,http://www.kyriad-dijon-quetigny.fr/,97,43,,,,"47.311109,5.106093",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE
HÔTEL,3 étoiles,DOMAINE DE FOMPEYRE,Route de Mont de Marsans,33430,BAZAS,0556259800,reservation@domaine-de-fompeyre.com,http://www.cerise-hotels-resorts.com,122,50,,,,"44.440774,-0.231756",GIRONDE,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,HÔTEL ESPERANTO,26 AVENUE JEAN DE LATTRE DE TASSIGNY,6400,CANNES,0493391388,hotelesperanto@orange.fr,http://www.hotel-esperanto.fr,23,12,,,,"43.556311,7.012907",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,HÔTEL IBIS BUDGET COSNE-COURS-SUR-LOIRE,ZA DU VAL DE LOIRE 7 RUE DES MINOTIERS,58200,COSNE-COURS-SUR-LOIRE,0892700576,h7266-re@accor.com,http://www.accorhotels.com/fr/hotel-7266-ibis-budget-cosne-sur-loire/index.shtml,201,67,,,,"47.382823,2.918926",NIEVRE,BOURGOGNE-FRANCHE-COMTE
HÔTEL,3 étoiles,HÔTEL MARE E MONTI,ROUTE DES CALANCHES,20115,PIANA,0495278214,contact@mare-e-monti.com,http://www.mare-e-monti.com,34,15,,,,"42.24977,8.624007",CORSE-DU-SUD,CORSE
HÔTEL,4 étoiles,HÔTEL LES DRYADES,28 Rue du Golf,36160,POULIGNY-NOTRE-DAME,0254066060,lesdryades@balboahotels.com,www.les-dryades.fr,170,85,,,,"46.484623,2.006336",INDRE,CENTRE-VAL DE LOIRE
HÔTEL,2 étoiles,HÔTEL BLEU AZUR,5 Rue André MALRAUX,66700,ARGELÈS-SUR-MER,0468545765,hotelbleuazur@gmail.com,www.hotel-bleu-azur.fr,44,22,,,,"42.543963,3.036537",PYRENEES-ORIENTALES,OCCITANIE
HÔTEL,4 étoiles,HÔTEL PARIS NEUILLY,1 Avenue de Madrid,92200,NEUILLY-SUR-SEINE,0147471467,contact@hotel-paris-neuilly.com,http://www.hotel-paris-neuilly.com,160,80,,,,"48.884362,2.260553",HAUTS-DE-SEINE,ILE-DE-FRANCE
VILLAGE DE VACANCES,3 étoiles,VILLAGE DE VACANCES ARRIU MAGE ESCAPIA,Le Bourg,64260,BIELLE,0559054747,arriumage-bielle@orange.fr,http://arriumage.com/,234,,,,65,"43.054304,-0.43141",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
HÔTEL,3 étoiles,HÔTEL CRYSTAL,86 PLACE DROUET D'ERLON,51100,REIMS,0326884444,reservation@hotel-crystal.fr,http://www.hotel-crystal.fr,61,30,,,,"49.256879,4.026401",MARNE,GRAND EST
HÔTEL,3 étoiles,HÔTEL IBIS STYLES MARSEILLE CASTELLANE,31 rue du Rouet,13006,MARSEILLE,0491795666,H7974@accor.com,http://www.accorhotels.com/fr/hotel-7974-ibis-styles-marseille-castellane/index.shtml,91,53,,,,"43.28401,5.385897",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,HÔTEL LE TRINQUET,Le Bourg,64250,LOUHOSSOA,0559933254,bidart.louhossoa@wanadoo.fr,http://www.hotel-trinquet-louhossoa.com,35,14,,,,"43.315455,-1.354819",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
RÉSIDENCE DE TOURISME,4 étoiles,RÉSIDENCE PIERRE & VACANCES PREMIUM LES HAUTS BOIS,Le Biolet,73210,AIME,0479551400,reception.plagne-hauts-bois@groupepvcp.com,https://www.pierreetvacances.com/fr-fr/fp_PHL_location-residence-premium-les-hauts-bois,638,,,131,,"45.513222,6.668889",SAVOIE,AUVERGNE-RHONE-ALPES
RÉSIDENCE DE TOURISME,3 étoiles,RESIDHOME ASNIÈRES,1 rue Eugénie Eboué,92600,ASNIÈRES-SUR-SEINE,0156040707,paris.asnieres@residhome.com,http://www.residhome.com/residence-hoteliere-aparthotel-asnieres-204.html,326,,,118,,"48.917721,2.316047",HAUTS-DE-SEINE,ILE-DE-FRANCE
VILLAGE DE VACANCES,3 étoiles,VVF VILLAGES HAUTS DU ROY,Le Lioran,15800,SAINT-JACQUES-DES-BLATS,0471495055,lioranhdr@vvfvillages.fr,www.vvfvillages.fr,196,,,,65,"45.051675,2.71039",CANTAL,AUVERGNE-RHONE-ALPES
HÔTEL,4 étoiles,HÔTEL FRANCOIS 1ER,7 RUE MAGELLAN,75008,PARIS,0147234404,hotel@hotel-francois1er.fr,http://the-paris-hotel.com,73,40,,,,"48.870204,2.29989",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL LE PROVENÇAL,RUE DU PETIT BARAIL,33300,BORDEAUX,0556503973,contact@leprovencal33.com,http://www.leprovencal33.com,104,47,,,,"44.890186,-0.564519",GIRONDE,NOUVELLE-AQUITAINE
HÔTEL,1 étoile,HÔTEL LES ARTS,4 place de l'hôtel de ville,21190,MEURSAULT,0380212028,hotel.restaurant.les.arts.meursault@wanadoo.fr,-,20,10,,,,"46.978462,4.769286",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE
HÔTEL,3 étoiles,HÔTEL LE RABELAIS,2 rue Rabelais,83980,LE LAVANDOU,0494710056,hotel.lerabelais@wanadoo.fr,www.le-rabelais.fr,41,19,,,,"43.138129,6.371769",VAR,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,HÔTEL SIRIUS,2 rue saint-fiacre,57100,THIONVILLE,0382548484,hotel.sirius@wanadoo.fr,www.hotel-sirius-57.com,66,30,,,,"49.37136,6.169966",MOSELLE,GRAND EST
HÔTEL,3 étoiles,HÔTEL FONCILLON,57 avenue des Congrès,17200,ROYAN,0546384800,hotelfoncillon@orange.fr,http://www.hotel-foncillon.com,61,29,,,,"45.620087,-1.033606",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,HÔTEL LE MONT CORBIER,Le Corbier,73300,VILLAREMBERT,0479567453,pierretaravel@orange.fr,http://www.schoolski.co.uk/school-ski-trip-clubhotels/club-le-mont-corbier,128,42,,,,"45.243689,6.264809",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,COMFORT HÔTEL CHAMPIGNY-SUR-MARNE,143 rue Alexandre Fourny,94500,CHAMPIGNY-SUR-MARNE,0149830142,champigny@maranathahotels.com,http://www.comfortinn.com/fr/hotel-champignysurmarne-france-FR437,99,49,,,,"48.820461,2.530145",VAL-DE-MARNE,ILE-DE-FRANCE
HÔTEL,3 étoiles,DOMAINE DE FALGOS,Domaine de Falgos,66260,SAINT-LAURENT-DE-CERDANS,0468395142,contact@falgos.com,http://www.falgos.com,70,25,,,,"42.385365,2.613236",PYRENEES-ORIENTALES,OCCITANIE
RÉSIDENCE DE TOURISME,3 étoiles,LA RÉSIDENCE DES THERMES,Domaine Thermal de Neyrac-les-Bains,7380,MEYRAS,0475363036,naturalspa@thermesdeneyrac.com,-,64,,,30,,"44.674163,4.260235",ARDECHE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL MERCURE NICE CAP 3000 AÉROPORT,190 AVENUE GEORGES GUYNEMER,6700,SAINT-LAURENT-DU-VAR,0492128888,h5489-gm@accor.com,http://www.accorhotels.com/fr/hotel-5489-hotel-mercure-nice-cap-3000-aeroport/index.shtml,170,85,,,,"43.661168,7.196191",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,5 étoiles,HÔTEL DE SERS,41 avenue Pierre 1er de Serbie,75008,PARIS,0153237575,resa@hoteldesers.com,http://www.hoteldesers.com,104,52,,,,"48.868158,2.300391",PARIS,ILE-DE-FRANCE
HÔTEL,4 étoiles,HÔTEL LE MANOIR D'HAUTEGENTE,DOMAINE D'HAUTEGENTE,24120,COLY,0553516803,hotel@manoir-hautegente.com,http://www.manoir-hautegente.com,42,17,,,,"45.091235,1.265123",DORDOGNE,NOUVELLE-AQUITAINE
HÔTEL,4 étoiles,BEST WESTERN GRAND HÔTEL BRISTOL,7 PLACE DE LA GARE,68000,COLMAR,0389235959,reservation@grand-hotel-bristol.com,http://www.grand-hotel-bristol.com,186,91,,,,"48.072602,7.347606",HAUT-RHIN,GRAND EST
HÔTEL,2 étoiles,HÔTEL DU MDI,1 Place du Champ de Foire,19410,VIGEOIS,0555732858,hoteldumidivigeois@orange.fr,www.hotel-dumidi-correze.fr,21,9,,,,"45.379867,1.5164",CORREZE,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,HÔTEL RESTAURANT LE MARRONNIER,6 route des Forges,21500,BUFFON,0380923365,lemarronnier.buffon@wanadoo.fr,-,12,5,,,,"47.648443,4.275476",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE
HÔTEL,3 étoiles,HÔTEL DE LA TREILLE,7/9 Place Louise de Bettignies,59000,LILLE,03-20-55-45-46,contact@hoteldelatreille.com,www.hoteldelatreille.com,78,42,,,,"50.617554,3.072515",NORD,HAUTS-DE-FRANCE
HÔTEL,4 étoiles,HÔTEL MERCURE CAVAILLON,601 avenue Boscodomini,84300,CAVAILLON,0490710779,H1951@accor.com,http://www.accorhotels.com/fr/hotel-1951-hotel-mercure-cavaillon/index.shtml,110,46,,,,"43.825173,5.058083",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,3 étoiles,HÔTEL CHÂTEAU VAL DE CEZE,69 RUE LÉON FONTAINE,30200,BAGNOLS-SUR-CÈZE,0466896126,hotelvaldeceze@sud-provence.com,www.chateauvaldeceze.fr,47,22,,,,"44.160548,4.628078",GARD,OCCITANIE
HÔTEL,3 étoiles,HÔTEL ALBERT 1ER,8 Rue Rivals,31000,TOULOUSE,0561214747,amhilaire@hotel-albert1.com,http://hotel-albert1.com,95,47,,,,"43.606032,1.44499",HAUTE-GARONNE,OCCITANIE
HÔTEL,4 étoiles,HÔTEL RESTAURANT LES SAPINS - WELLNESS & GOURMET,Col de la Croix Fry,74230,MANIGOD,0450449029,resa@les-sapins.fr,http://www.les-sapins.fr,50,23,,,,"45.872026,6.383531",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,1 étoile,HÔTEL DE LA POSTE,Le BOURG,15190,MARCENAT,0667713517,camblard@wanadoo.fr,-,20,9,,,,"45.305673,2.830008",CANTAL,AUVERGNE-RHONE-ALPES
RÉSIDENCE DE TOURISME,4 étoiles,RÉSIDENCE  DE TOURISME LES CHALETS EDELWEISS,Lieu-dit la Lovatière,73210,LA PLAGNE,0479416690,nizem@lagrange-holidays.com,"http://www.vacances-lagrange.com/vacances-location-mer-montagne,logements-alpes-savoie,la-plagne-PLAGNE-L-EDEL-residence.html?gclid=CMyIj_vyzMoCFSsEwwodAO0OcQ#residence",492,,,83,,"45.508362,6.678485",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL DE LA PLAGE,20 boulevard de Verdun,76200,DIEPPE,0235841828,plagehotel@wanadoo.fr,www.plagehotel-dieppe.com,90,40,,,,"49.927338,1.076572",SEINE-MARITIME,NORMANDIE
HÔTEL,3 étoiles,HÔTEL IBIS PARIS GARE DU NORD CHÂTEAU LANDON,197-199 RUE LAFAYETTE,75010,PARIS,0144657000,H1823@accor.com,http://www.accorhotels.com/fr/hotel-1823-ibis-paris-gare-du-nord-chateau-landon-10eme/index.shtml,318,165,,,,,,
HÔTEL,2 étoiles,HÔTEL LE RICORDEAU,1 rue saint-pierre,35113,DOMAGNÉ,0299000606,t.malotaux@orange.fr,lericordeau.com,24,12,,,,"48.070894,-1.39247",ILLE-ET-VILAINE,BRETAGNE
HÔTEL,2 étoiles,HÔTEL LE PARIS,12 AVENUE DE PARIS,79000,NIORT,0549249378,info@hotelparis79.com,www.hotelparis79.com,88,44,,,,"46.32405,-0.456892",DEUX-SEVRES,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,HÔTEL LE TOURISME,"6 rue d'Anterne, Plateau D'Assy",74190,PASSY,0450588054,hotel.le.tourisme@wanadoo.fr,http://www.hotel-du-tourisme.fr/,22,10,,,,"45.929067,6.683274",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL LE COLLIER,19 boulevard général vautrin,6600,ANTIBES,0493745640,contact@lecollier-hotelrestaurant.com,http://www.lecollier-hotelrestaurant.com,90,45,,,,"43.587258,7.118861",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,HÔTEL DE LA POMMERAIE,314 rue de l'eventail,72000,LE MANS,0243851393,hotel.pommeraie@wanadoo.fr,hotel-de-la-pommeraie.com,62,23,,,,"48.005272,0.233271",SARTHE,PAYS DE LA LOIRE
HÔTEL,2 étoiles,HÔTEL MONTANA,164 rue lafayette,75010,PARIS,0140358080,hotelmontana@wanadoo.fr,hotelmontanalafayette.com,47,23,,,,"48.879539,2.358304",PARIS,ILE-DE-FRANCE
HÔTEL,2 étoiles,HÔTEL LES NYMPHEAS,ROUTE NATIONALE 13,78270,CHAUFOUR-LÈS-BONNIÈRES,0134760944,contact@hotelnympheas.com,www.hotelnympheas.fr,60,25,,,,"49.01942,1.48361",YVELINES,ILE-DE-FRANCE
HÔTEL,2 étoiles,HÔTEL DANEMARK,3 bis avenue des Baumettes,6000,NICE,0493441204,hoteldanemark@gmail.com,http://www.hotel-danemark.com,18,9,,,,"43.694485,7.250747",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,3 étoiles,HÔTEL LE MAS DE GRILLE,"93 RUE THéOPHRASTE RENAUDOT, le mas de grille",34430,SAINT-JEAN-DE-VÉDAS,0467470745,reception@hotelmasdegrille.fr,www.hotelmontpelliermasdegrille.com,106,53,,,,"43.572856,3.851979",HERAULT,OCCITANIE
HÔTEL,3 étoiles,HÔTEL JOKE,69 RUE BLANCHE,75009,PARIS,0140407171,hotel.joke@astotel.com,www.astotel.com,83,44,,,,"48.882415,2.331824",PARIS,ILE-DE-FRANCE
HÔTEL,2 étoiles,HÔTEL RESTAURANT A L'ÉTOILE,1 Route de Woerth,67250,MERKWILLER-PECHELBRONN,0388807180,hotel-restaurant-a-letoile@wanadoo.fr,http://www.hotel-restaurant-etoile.com,82,38,,,,"48.938763,7.827222",BAS-RHIN,GRAND EST
PARC RÉSIDENTIEL DE LOISIRS,4 étoiles,PARC RÉSIDENTIEL DE LOISIRS EL PASTURAL,Route du Puigmal,66800,ERR,0468040479,levedrignans66@orange.fr,-,,,20,,,"42.43838,2.034163",PYRENEES-ORIENTALES,OCCITANIE
HÔTEL,4 étoiles,HÔTEL HELGON,8 rue massabielle,65100,LOURDES,0562942497,contact@helgonhotel.com,http://www.helgonhotel.com,146,74,,,,"43.094988,-0.054291",HAUTES-PYRENEES,OCCITANIE
VILLAGE DE VACANCES,2 étoiles,CENTRE DE VACANCES CCAS SAINT-CYPRIEN,LA COLOMINE DE LAS MONGES,66750,SAINT-CYPRIEN,04 68 21 44 12,ct.saintcyprien@asmeg.org,http://gds.ccas.fr/espace_vacances.php/centre/?centre=414,936,,,,198,"42.619169,3.034672",PYRENEES-ORIENTALES,OCCITANIE
RÉSIDENCE DE TOURISME,3 étoiles,RÉSIDENCE GOELIA DU GOLF,20 AVENUE DES FRANCAIS LIBRES,29660,CARANTEC,0298681002,info.carantec@goelia.com,www.goelia.com,356,,,67,,"48.660624,-3.911685",FINISTERE,BRETAGNE
HÔTEL,2 étoiles,AUBERGE DE L'EMBARCADÈRE,La Malène,48210,LA MALÈNE,0466485103,aubergelembarcadere48@orange.fr,http://embarcadere-lamalene.fr/,31,14,,,,"44.302523,3.319902",LOZERE,OCCITANIE
HÔTEL,2 étoiles,LA VIEILLE AUBERGE,GRANDE RUE,50170,LE MONT-SAINT-MICHEL,02 33 60 14 34,contact@lavieilleauberge-montsaintmichel.com,http://www.lavieilleauberge-montsaintmichel.com,23,11,,,,"48.635621,-1.509963",MANCHE,NORMANDIE
HÔTEL,4 étoiles,HÔTEL LES CIMES,Le Chinaillon,74450,LE GRAND-BORNAND,0450270038,info@hotel-les-cimes.com,www.hotel-les-cimes.com,20,8,,,,"45.971068,6.449066",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL LE RÉGENT,61 rue Dauphine,75006,PARIS,0146345980,hotel.leregent@wanadoo.fr,http://www.hotelleregent.com,44,25,,,,"48.853814,2.338675",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL RESTAURANT L'EUROPORT,ZAC DE CARLING,57500,SAINT-AVOLD,0387913500,hotel-de-leuroport@wanadoo.fr,http://www.hotel-restaurant-europort.com,64,29,,,,"49.144605,6.70846",MOSELLE,GRAND EST
HÔTEL,2 étoiles,HÔTEL LA BONNE AUBERGE,Avenue de Lérins QUARTIER SAINT MICHEL,4360,MOUSTIERS-SAINTE-MARIE,0492746618,contact@bonne-auberge-moustiers.com,http://bonne-auberge-moustiers.com,49,19,,,,"43.844383,6.221183",ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,HÔTEL AU RELAIS DE L'ILL,11 rue des remparts,67230,SERMERSHEIM,0388743128,relais-de-lill@wanadoo.fr,www.hotel-au-relais-lill.fr,52,22,,,,"48.34498,7.549571",BAS-RHIN,GRAND EST
HÔTEL,3 étoiles,HÔTEL & LODGE ADRAY TELEBAR,MERIBEL STATION,73550,MERIBEL,0479086026,welcome@telebar-hotel.com,http://www.telebar-hotel.com,56,27,,,,"45.398169,6.572109",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,5 étoiles,HÔTEL LE KAILA,ROUTE DE LA MONTéE,73550,MERIBEL,0479416920,corinne.bosquet@lekaila.com,http://www.lekaila.com/fr/,90,38,,,,"45.404822,6.577885",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,4 étoiles,HÔTEL RESTAURANT BAUD,181 Avenue du Léman,74380,BONNE,0450392015,info@hotel-baud.com,http://www.hotel-baud.com,46,20,,,,"46.168216,6.31952",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL LE SEXTANT,443 rue de la Découverte,31670,LABÈGE,0561392727,reservation@hotelsextant.com,www.hotelsextant.com,122,61,,,,"43.546018,1.504008",HAUTE-GARONNE,OCCITANIE
HÔTEL,4 étoiles,HÔTEL LES MANOIRS DE TOURGEVILLE,CHEMIN DE L'ORGUEIL,14800,TOURGÉVILLE,0231144868,info@lesmanoirstourgeville.com,http://lesmanoirstourgeville.com,170,57,,,,"49.31713,0.089454",CALVADOS,NORMANDIE
PARC RÉSIDENTIEL DE LOISIRS,2 étoiles,LES CHALETS DE LA BASE NAUTIQUE,"Chemin de Gerbey CD4, La Presqu'ile",69420,CONDRIEU,0670025823,valery.romain@gmail.com,www.base-nautique-condrieulesroches.fr,,,10,,,"45.477091,4.756013",RHONE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL LE BOURBON,12 PLACE GEORGES CLéMENCEAU,64000,PAU,0559275312,contact@hotel-lebourbon.com,http://www.hotel-lebourbon.com/,54,31,,,,"43.296041,-0.368084",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
RÉSIDENCE DE TOURISME,3 étoiles,RÉSIDENCE LE PRAT DE LIS,Route de Mont-Louis,66210,LES ANGLES,0468041365,anglesprat@lagrange-holidays.com,"http://www.vacances-lagrange.com/vacances-location-mer-montagne,logements-pyrenees-andorre,les-angles-ANGLES-L-PRAT-residence.html#.WJBJ7FPhC70residence",326,,,70,,"42.574031,2.070294",PYRENEES-ORIENTALES,OCCITANIE
RÉSIDENCE DE TOURISME,3 étoiles,RÉSIDENCE ORELLE 3 VALLÉES,Le Hameau des Eaux d’Orelle       Francoz,73140,ORELLE,0699442171,info@residenceorelle3vallees.com,http://www.residenceorelle3vallees.com/fr/,467,,,204,,"45.208717,6.551557",SAVOIE,AUVERGNE-RHONE-ALPES
VILLAGE DE VACANCES,2 étoiles,VILLAGE DE VACANCES AZUREVA PORNICHET BAIE DE LA BAULE,40 avenue des Bleuets,44380,PORNICHET,0240610344,pornichet@azureva-vacances.com,https://www.azureva-vacances.com/fr/village-vacances/pornichet-baie-de-la-baule,356,,,,130,"47.248424,-2.31314",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
HÔTEL,2 étoiles,LE RICHELIEU,132 RUE DE PARIS,76600,LE HAVRE,0235423871,hotel.lerichelieu@wanadoo.fr,http://www.hotellerichelieu.fr,41,19,,,,"49.488787,0.107614",SEINE-MARITIME,NORMANDIE
HÔTEL,2 étoiles,HÔTEL AROLLA,192 AVENUE DU CENTENAIRE,73700,BOURG-SAINT-MAURICE,0479070178,contact@hotel-arolla.fr,http://www.hotel-arolla.fr,26,11,,,,"45.616532,6.768875",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,4 étoiles,GOLDEN TULIP SOPHIA ANTIPOLIS HÔTEL & SUITES,120 Route des Macarons,6560,VALBONNE,0680170829,reservation@goldentulipsophiaantipolis.com,http://www.goldentulipsophiaantipolis.com/?utm_source=google&utm_medium=maps&utm_content=FRA50103&utm_campaign=GoldenTulip,194,80,,,,"43.629387,7.041972",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,3 étoiles,DOMAINE DU LAC,route nationale 7,83340,FLASSANS-SUR-ISSOLE,0494801010,hoteldomainedulac@gmail.com,http://hotel-domainedulac.com,35,16,,,,"43.368706,6.220585",VAR,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,2 étoiles,MARY'S HOTEL,15 rue de malte,75011,PARIS,0147008170,info@maryshotel.com,www.maryshotel.com,65,40,,,,"48.864099,2.368708",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL ACADIA OPÉRA,4 rue Geoffroy Marie,75009,PARIS,0140229999,hotel.acadia@astotel.com,http://www.astotel.com,78,36,,,,"48.873312,2.343693",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL DU PALAIS DE L'ISLE,13 rue perrière,74000,ANNECY,0450458687,contact@palaisannecy.com,http://www.palaisannecy.com/,66,34,,,,"45.89822,6.127554",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,LE SPERANZA,43 rue du général de gaulle,62930,WIMEREUX,0321324609,tony.janszen@wanadoo.fr,http://www.hotel-speranza-wimereux.com/,16,8,,,,"50.768359,1.607037",PAS-DE-CALAIS,HAUTS-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL CHALEAT SAPET,place de la faurie,7290,SATILLIEU,0475349542,reservations@chaleatsapet.fr,http://www.chaleatsapet.com/,41,13,,,,"45.150885,4.616464",ARDECHE,AUVERGNE-RHONE-ALPES
HÔTEL,5 étoiles,INTERCONTINENTAL PARIS LE GRAND,2 rue Scribe,75009,PARIS,0140073232,legrand.reservation@ihg.com,https://www.ihg.com/intercontinental/hotels/fr/fr/paris/parhb/hoteldetail,913,470,,,,"48.870727,2.330256",PARIS,ILE-DE-FRANCE
HÔTEL,4 étoiles,HÔTEL MERCURE NANTES CENTRE,4 RUE DU COUEDIC,44000,NANTES,0251821000,h1985@accor.com,http://www.accorhotels.com/fr/hotel-1985-hotel-mercure-nantes-centre-grand-hotel/index.shtml,354,162,,,,"47.214095,-1.557171",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
HÔTEL,2 étoiles,HÔTEL B&B ORGEVAL,1550 route des Quarante Sous,78630,ORGEVAL,0892788074,bb_4070@hotelbb.com,www.hotelbb.com,172,72,,,,"48.929675,1.977685",YVELINES,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL DES ABERS,10-12 rue de la corne de cerf,35400,SAINT-MALO,02 99 40 85 60,resa@hoteldesabers.com,www.hoteldesabers.com,28,14,,,,"48.650481,-2.024845",ILLE-ET-VILAINE,BRETAGNE
